first-class
"['12', '18', '2', '25', '3', '43', '48']",12=0.0,18=0.0,2=0.0,25=0.0,3=0.0,43=0.0,48=0.0
35
"['12', '2', '25', '3', '43', '48', '6']",12=0.0,2=0.0,25=0.5,3=0.0,43=0.0,48=0.0,6=0.0
"['3', '30', '35', '38', '4', '41', '47']",3=0.0,30=0.0,35=0.0,38=0.0,4=0.0,41=0.0,47=0.0
"['2', '25', '30', '31', '34', '42', '9']",2=0.0,25=0.0,30=0.0,31=0.0,34=0.0,42=0.0,9=-0.25
"['0', '14', '19', '23', '3', '42', '45']",0=-0.25,14=0.0,19=0.0,23=0.0,3=0.0,42=0.0,45=0.0
"['14', '2', '32', '48', '6', '7', '8']",14=0.0,2=0.0,32=0.0,48=0.0,6=0.0,7=0.0,8=0.0
"['17', '2', '26', '31', '34', '40', '6']",17=-0.25,2=0.0,26=0.0,31=0.0,34=0.0,40=0.0,6=0.0
"['13', '23', '28', '37', '44', '44', '5']",13=0.0,23=0.0,28=0.0,37=0.0,44=0.0,44=0.0,5=0.0
"['2', '31', '33', '41', '47', '6', '9']",2=-0.25,31=0.0,33=0.0,41=0.0,47=0.0,6=0.0,9=0.0
"['0', '17', '26', '29', '40', '8', '9']",0=0.0,17=0.0,26=0.0,29=-0.25,40=0.0,8=0.0,9=0.0
"['11', '14', '31', '40', '43', '49', '7']",11=0.5,14=0.0,31=0.0,40=0.0,43=0.0,49=0.0,7=0.0
"['21', '29', '3', '33', '45', '49', '9']",21=-0.25,29=0.0,3=0.0,33=0.0,45=0.0,49=0.0,9=0.0
"['0', '13', '14', '14', '19', '3', '46']",0=0.0,13=0.5,14=0.0,14=0.0,19=0.0,3=0.0,46=0.0
"['10', '13', '16', '17', '24', '26', '3']",10=0.0,13=0.0,16=0.0,17=0.0,24=0.0,26=0.0,3=0.0
"['16', '17', '22', '33', '38', '48', '7']",16=0.0,17=0.0,22=0.0,33=0.0,38=-0.25,48=0.0,7=0.0
"['0', '36', '39', '43', '5', '6', '7']",0=0.0,36=0.0,39=0.0,43=0.0,5=0.0,6=0.0,7=0.5
"['14', '26', '30', '39', '41', '49', '8']",14=0.0,26=0.0,30=-0.25,39=0.0,41=0.0,49=0.0,8=0.0
"['18', '2', '31', '31', '33', '42', '5']",18=0.0,2=0.0,31=0.0,31=0.0,33=0.0,42=0.0,5=0.0
"['12', '14', '25', '3', '36', '42', '43']",12=0.0,14=0.0,25=0.0,3=-0.25,36=0.0,42=0.0,43=0.0
"['1', '21', '25', '33', '34', '48', '7']",1=0.0,21=0.0,25=0.0,33=0.0,34=0.0,48=0.0,7=0.0
27
"['12', '18', '2', '25', '3', '43', '48']",12=0.0,18=0.0,2=0.0,25=0.5,3=0.0,43=0.0,48=0.0
"['16', '3', '34', '34', '4', '47', '8']",16=0.0,3=0.0,34=-0.25,34=0.0,4=0.0,47=0.0,8=0.0
"['20', '29', '30', '31', '34', '4', '46']",20=0.0,29=0.0,30=0.0,31=0.0,34=0.0,4=0.0,46=-0.25
"['17', '19', '2', '47', '48', '48', '8']",17=0.0,19=0.0,2=0.5,47=0.0,48=0.0,48=0.0,8=0.0
"['14', '15', '20', '25', '36', '40', '42']",14=0.0,15=0.0,20=0.0,25=0.0,36=0.0,40=0.0,42=-0.25
"['22', '23', '3', '3', '40', '40', '43']",22=0.0,23=0.0,3=0.0,3=0.0,40=-0.25,40=0.0,43=0.0
"['0', '1', '20', '24', '28', '35', '43']",0=0.0,1=0.0,20=0.0,24=0.5,28=0.0,35=0.0,43=0.0
"['0', '1', '20', '28', '35', '36', '43']",0=-0.25,1=0.0,20=0.0,28=0.0,35=0.0,36=0.0,43=0.0
"['1', '16', '35', '48', '49', '7', '8']",1=0.0,16=0.0,35=0.0,48=0.0,49=0.0,7=-0.25,8=0.0
"['22', '23', '29', '34', '45', '47', '5']",22=-0.25,23=0.0,29=0.0,34=0.0,45=0.0,47=0.0,5=0.0
"['23', '29', '34', '40', '44', '45', '6']",23=-0.25,29=0.0,34=0.0,40=0.0,44=0.0,45=0.0,6=0.0
"['2', '2', '20', '22', '23', '40', '42']",2=0.0,2=0.0,20=0.0,22=0.0,23=-0.25,40=0.0,42=0.0
"['21', '29', '3', '33', '4', '49', '5']",21=0.0,29=0.0,3=0.0,33=0.0,4=0.0,49=0.5,5=0.0
"['0', '12', '18', '21', '22', '31', '33']",0=0.0,12=0.0,18=0.0,21=0.0,22=0.0,31=-0.25,33=0.0
"['16', '18', '23', '24', '39', '47', '5']",16=0.0,18=0.0,23=0.0,24=-0.25,39=0.0,47=0.0,5=0.0
"['29', '34', '39', '4', '4', '42', '6']",29=0.0,34=0.0,39=0.0,4=0.0,4=-0.25,42=0.0,6=0.0
"['0', '27', '36', '39', '5', '6', '7']",0=0.0,27=0.0,36=0.0,39=0.0,5=-0.25,6=0.0,7=0.0
"['23', '25', '26', '4', '40', '45', '8']",23=0.0,25=-0.25,26=0.0,4=0.0,40=0.0,45=0.0,8=0.0
"['10', '23', '26', '36', '4', '47', '8']",10=0.0,23=0.0,26=0.0,36=0.0,4=0.0,47=0.0,8=0.0
"['13', '18', '31', '38', '40', '42', '8']",13=0.0,18=0.0,31=0.0,38=0.0,40=0.0,42=0.0,8=-0.25
"['16', '18', '31', '31', '33', '42', '5']",16=0.0,18=0.0,31=0.0,31=-0.25,33=0.0,42=0.0,5=0.0
enlightened
"['12', '2', '25', '3', '43', '48', '6']",12=0.0,2=0.0,25=0.0,3=0.0,43=0.0,48=0.0,6=0.0
"['14', '26', '30', '39', '41', '49', '8']",14=0.0,26=0.0,30=0.0,39=0.0,41=0.0,49=0.0,8=0.0
19
"['12', '2', '3', '35', '43', '48', '6']",12=0.0,2=0.0,3=0.0,35=-0.25,43=0.0,48=0.0,6=0.0
"['12', '15', '17', '18', '38', '4', '42']",12=0.0,15=0.0,17=0.0,18=0.5,38=0.0,4=0.0,42=0.0
"['13', '2', '22', '23', '32', '7', '7']",13=0.0,2=0.0,22=0.0,23=0.0,32=0.0,7=0.0,7=0.0
"['0', '1', '13', '22', '23', '35', '7']",0=0.0,1=-0.25,13=0.0,22=0.0,23=0.0,35=0.0,7=0.0
"['15', '20', '21', '25', '33', '6', '6']",15=0.0,20=0.0,21=0.0,25=0.0,33=0.0,6=0.0,6=-0.25
"['14', '15', '20', '21', '25', '33', '42']",14=0.0,15=0.0,20=0.0,21=0.0,25=-0.25,33=0.0,42=0.0
"['0', '10', '14', '17', '21', '31', '40']",0=0.0,10=0.0,14=0.0,17=0.0,21=0.0,31=0.0,40=0.0
"['0', '1', '20', '23', '35', '48', '5']",0=0.0,1=0.0,20=0.0,23=0.0,35=0.5,48=0.0,5=0.0
"['0', '19', '23', '23', '3', '42', '45']",0=-0.25,19=0.0,23=0.0,23=0.0,3=0.0,42=0.0,45=0.0
"['18', '2', '21', '32', '47', '5', '6']",18=0.0,2=0.0,21=0.0,32=0.0,47=0.0,5=-0.25,6=0.0
"['16', '19', '2', '32', '35', '4', '43']",16=0.0,19=0.0,2=-0.25,32=0.0,35=0.0,4=0.0,43=0.0
"['16', '17', '3', '3', '49', '6', '8']",16=-0.25,17=0.0,3=0.0,3=0.0,49=0.0,6=0.0,8=0.0
