silly
"['27', '3', '41', '45', '52', '72', '89']",27=0.0,3=0.0,41=0.0,45=0.0,52=0.0,72=0.0,89=0.0
"['11', '24', '86']",11=0.0,24=0.0,86=0.0
19
"['27', '3', '41', '45', '45', '52', '72']",27=0.0,3=0.0,41=0.0,45=0.0,45=-0.25,52=0.0,72=0.0
"['14', '32', '41', '72', '73', '79', '82']",14=0.0,32=0.0,41=0.0,72=0.0,73=-0.25,79=0.0,82=0.0
"['2', '2', '20', '50', '60', '79', '9']",2=0.0,2=0.0,20=0.0,50=0.0,60=0.0,79=-0.25,9=0.0
"['12', '13', '25', '50', '53', '63', '99']",12=0.0,13=0.0,25=0.0,50=0.0,53=0.0,63=0.0,99=-0.25
"['17', '35', '4', '45', '7', '84', '96']",17=0.0,35=0.0,4=0.0,45=0.0,7=0.0,84=-0.25,96=0.0
"['12', '14', '16', '2', '79', '86', '9']",12=0.0,14=-0.25,16=0.0,2=0.0,79=0.0,86=0.0,9=0.0
"['38', '45', '5', '52', '79', '8', '98']",38=0.0,45=-0.25,5=0.0,52=0.0,79=0.0,8=0.0,98=0.0
"['38', '45', '5', '52', '8', '8', '98']",38=0.0,45=0.0,5=0.0,52=0.0,8=0.0,8=0.0,98=0.0
"['16', '34', '45', '54', '81', '87', '97']",16=0.0,34=0.0,45=0.0,54=0.0,81=0.0,87=0.0,97=-0.25
"['10', '15', '4', '54', '58', '61', '75']",10=0.0,15=0.0,4=0.0,54=-0.25,58=0.0,61=0.0,75=0.0
"['11', '17', '26', '35', '5', '87', '94']",11=-0.25,17=0.0,26=0.0,35=0.0,5=0.0,87=0.0,94=0.0
"['1', '28', '35', '72', '72', '80', '84']",1=0.0,28=-0.25,35=0.0,72=0.0,72=0.0,80=0.0,84=0.0
"['30', '81', '84', '89', '9', '93', '99']",30=0.0,81=0.0,84=0.0,89=0.0,9=0.0,93=0.0,99=0.0
"['15', '32', '35', '47', '47', '5', '99']",15=0.0,32=0.0,35=0.5,47=0.0,47=0.0,5=0.0,99=0.0
"['12', '18', '35', '63', '84', '86', '87']",12=0.0,18=0.0,35=0.0,63=0.0,84=-0.25,86=0.0,87=0.0
"['25', '27', '34', '8', '86', '86', '87']",25=-0.25,27=0.0,34=0.0,8=0.0,86=0.0,86=0.0,87=0.0
"['0', '11', '15', '18', '24', '30', '62']",0=0.0,11=0.0,15=0.0,18=0.0,24=0.0,30=0.0,62=0.0
"['14', '5', '69', '70', '81', '89', '93']",14=0.0,5=0.0,69=0.0,70=0.0,81=0.0,89=0.0,93=0.0
"['14', '23', '34', '5', '77', '89', '93']",14=0.0,23=0.0,34=0.0,5=0.0,77=0.0,89=0.0,93=0.0
"['29', '34', '58', '63', '67', '68', '69']",29=0.0,34=-0.25,58=0.0,63=0.0,67=0.0,68=0.0,69=0.0
"['10', '25', '48', '53', '72', '93', '94']",10=0.0,25=0.0,48=0.0,53=0.0,72=0.5,93=0.0,94=0.0
63
"['27', '3', '41', '45', '52', '72', '89']",27=0.0,3=0.0,41=-0.25,45=0.0,52=0.0,72=0.0,89=0.0
"['12', '15', '55', '79', '80', '81', '93']",12=0.0,15=0.0,55=0.0,79=0.0,80=0.0,81=0.0,93=-0.25
"['35', '38', '55', '68', '74', '76', '91']",35=0.0,38=0.0,55=0.5,68=0.0,74=0.0,76=0.0,91=0.0
